person,name,last_name,chinese_name,gender,birth_year,country,industry,company,source,title,ticker,equity_stake_pct,voting_control_pct,total_comp_m,base_salary_k,stock_awards_m
marianne_liebmann,Marianne Liebmann,Liebmann,玛丽安·利伯曼,Female,1953,usa,Food & Beverage,Cargill,Cargill,,APP,,,,,
marijke_mars,Marijke Mars,Mars,马瑞克·马尔斯,Female,1964,usa,Food & Beverage,Mars,"Candy, pet food",,,,,,,
marilyn_carlson_nelson,Marilyn Carlson Nelson,Nelson,玛丽莲·卡尔森·纳尔逊,Female,1941,usa,Service,Carlson,"hotels, travel","Chairman, Carlson Companies Inc.",,,,,,
marilyn_simons,Marilyn Simons,Simons,Marilyn Simons,Female,1951,usa,Finance & Investments,Renaissance Technologies,Hedge funds,,APO,,,,,
mario_gabelli,Mario Gabelli,Gabelli,马里奥·加贝利,Male,1942,usa,Finance & Investments,GAMCO,Money management,,,,,,,
marion_macmillan_pictet,Marion MacMillan Pictet,Pictet,,Female,,usa,Food and Beverage,,Cargill Inc.,,,,,,,
marissa_mayer,Marissa Mayer,Mayer,,Female,1975,usa,Technology,,"Google, Yahoo","CEO, Yahoo!",GOOGL,,,,,
mark_attanasio,Mark Attanasio,Attanasio,,Male,1958,usa,Finance & Investments,,Finance,,COLM,,,,,
mark_cuban,Mark Cuban,Cuban,马克·库班,Male,1959,usa,Media & Entertainment,Dallas Mavericks,"Online media, Dallas Mavericks",,RDI,,,,,
mark_davis,Mark Davis,Davis,Mark Davis,Male,1955,usa,Sports,Las Vegas Raiders,Las Vegas Raiders,,,,,,,
mark_hancock,Mark Hancock,Hancock,,Male,1975,usa,Healthcare,,Nursing facilities,,PACS,,,5.04,1673.077,
mark_jones,Mark Jones,Jones,Mark Jones,Male,1962,usa,Finance & Investments,Goosehead Insurance,Insurance,,GSHD,,,,,
mark_meijer,Mark Meijer,Meijer,,Male,1958,usa,Fashion & Retail,,Supermarkets,,,,,,,
mark_pincus,Mark Pincus,Pincus,Mark Pincus,Male,1966,usa,Technology,Zynga,Online games,"Chairman, Zynga Inc",AUR,,,,,
mark_rein,Mark Rein,Rein,,Male,1965,usa,Media & Entertainment,,video games,,,,,,,
mark_robyn_jones,Mark & Robyn Jones,Jones,,,,usa,Finance & Investments,,insurance,,,,,,,
mark_shoen,Mark Shoen,Shoen,马克·肖恩,Male,1951,usa,Automotive,Amerco,U-Haul,,UHAL,50.1,50.1,1.03,675.004,0.02
mark_stevens,Mark Stevens,Stevens,马克·史蒂文斯,Male,1960,usa,Finance & Investments,Sequoia Capital,Venture capital,,ABNB,,,,,
mark_vadon,Mark Vadon,Vadon,,Male,1973,usa,Retail,,online retail,,,,,,,
mark_walter,Mark Walter,Walter,马克·沃尔特,Male,1960,usa,Finance & Investments,Guggenheim Partners,"Finance, asset management","CEO, Guggenheim Partners LLC",,,,,,
mark_zuckerberg,Mark Zuckerberg,Zuckerberg,马克·扎克伯格,Male,1984,usa,Technology,Meta,Facebook,"Cofounder, Meta Platforms",META,,,27.22,0.001,
martha_ford,Martha Ford,Ford,,Female,1928,usa,Automotive,,Ford Motor,,,,,,,
martha_ingram,Martha Ingram,Ingram,玛莎·英格拉姆,Female,1936,usa,Media & Entertainment,Ingram Industries,"Book distribution, transportation","Former Chairman, Ingram Industries",IMKTA,,,,,
martha_macmillan,Martha MacMillan,MacMillan,玛莎·麦克米伦,Female,1952,usa,Food & Beverage,Cargill,Cargill,,,,,,,
martha_stewart,Martha Stewart,,,,,usa,Media,,,,,,,,,
martin_j_schroeter,Martin J Schroeter,,Martin J Schroeter,Male,1967,usa,Software & Services,IBM ,,,,,,,,
martin_selig,Martin Selig,Selig,Martin Selig,Male,1940,usa,Real Estate,Investments,Real estate,,,,,,,
martine_rothblatt,Martine Rothblatt,Rothblatt,,Female,1955,usa,Healthcare,,Pharmaceuticals,"Founder & CEO, United Therapeutics",UTHR,6.7,,,,
marty_horton,Marty Horton,Horton,,Female,1951,usa,Real Estate,,Homebuilding,,DHI,,,,,
marvy_finger,Marvy Finger,Finger,,Male,1938,usa,Real Estate,,Real estate,,,,,,,
mary_alice_dorrance_malone,Mary Alice Dorrance Malone,Malone,玛丽·爱丽丝·多兰斯·马龙,Female,1950,usa,Food & Beverage,Campbell Soup,Campbell Soup,,CPB,,,,,
mary_janet_cargill,Mary Janet Cargill,Cargill,,Female,1926,usa,Service,,Cargill Inc.,,,,,,,
mary_west,Mary West,West,,Female,1948,usa,Telecom,,,,,,,,,
mat_ishbia,Mat Ishbia,Ishbia,Mat Ishbia,Male,1980,usa,Finance & Investments,UWM Holdings,Mortgage lender,,UWMC,,,13.15,600.0,1.03
matt_dan_walsh,Matt & Dan Walsh,Walsh,,Male,,usa,Construction & Engineering,,construction,,,,,,,
matt_hulsizer,Matt Hulsizer,Hulsizer,,Male,1972,usa,Finance & Investments,,fintech,,,,,,,
matthew_bucksbaum,Matthew Bucksbaum,Bucksbaum,,Male,1928,usa,Real Estate,,real estate,,,,,,,
matthew_calkins,Matthew Calkins,Calkins,,Male,1975,usa,Technology,,software,,,,,,,
matthew_prince,Matthew Prince,Prince,Matthew Prince,Male,1975,usa,Technology,Cloudflare,Cybersecurity,,NET,,,,400.0,
matthew_pritzker,Matthew Pritzker,Pritzker,Matthew Pritzker,Male,1982,usa,Diversified,Matthew Pritzker Company,"Hotels, investments",,,,,,,
matthew_roszak,Matthew Roszak,Roszak,Matthew Roszak,Male,1973,usa,Finance & Investments,Bloq,Cryptocurrency,,,,,,,
max_levchin,Max Levchin,Levchin,Max Levchin,Male,1975,usa,Finance & Investments,Affirm,fintech,,AFRM,,,0.54,38.834,
meg_whitman,Meg Whitman,Whitman,梅格·惠特曼,Female,1957,usa,Technology,eBay,EBay,,CRWV,,,,,
melinda_french_gates,Melinda French Gates,French Gates,Melinda French Gates,Female,1965,usa,Technology,Investments,"Microsoft, investments","Founder, Pivotal Ventures",AN,20.6,,,,
michael_arougheti,Michael Arougheti,Arougheti,Michael Arougheti,Male,1973,usa,Finance & Investments,Ares Management,Finance,,ARCC,,,,,
michael_bloomberg,Michael Bloomberg,Bloomberg,迈克尔·布隆伯格,Male,1942,usa,Finance & Investments,Bloomberg,Bloomberg LP,"CEO, Bloomberg",,,,,,
michael_chae,Michael Chae,Chae,,Male,1969,usa,Finance & Investments,,Private Equity,,,,,,,
michael_dell,Michael Dell,Dell,迈克尔·戴尔,Male,1965,usa,Technology,Dell Technologies,Dell Technologies,"Chairman and CEO, Dell Technologies",DELL,,,3.09,950.0,
michael_dorrell,Michael Dorrell,Dorrell,,Male,1974,usa,Finance & Investments,,Investing,,,,,,,
michael_dunlap,Michael Dunlap,Dunlap,,Male,1964,usa,Finance & Investments,,loan servicing,,NNI,,,,,
michael_eisner,Michael Eisner,Eisner,,Male,1944,usa,,,,,,,,,,
michael_heisley,"Michael Heisley, Sr.",Heisley,,Male,1939,usa,Manufacturing,,manufacturing,,,,,,,
michael_intrator,Michael Intrator,Intrator,,Male,1969,usa,Technology,,Technology,,CRWV,,,,,
michael_jaharis,Michael Jaharis,Jaharis,,Male,1931,usa,Healthcare,,pharmaceuticals,,,,,,,
michael_jordan,Michael Jordan,Jordan,迈克尔·乔丹,Male,1963,usa,Sports,Charlotte Hornets,"Charlotte Hornets, endorsements",,DKNG,,,,,
michael_kim,Michael Kim,Kim,Michael Kim,Male,1964,usa,Finance & Investments,MBK Partners,Private equity,MBK Partners,AFRM,,,,,
michael_kors,Michael Kors,Kors,,Male,1962,usa,Retail,,Retail,,,,,,,
michael_krasny,Michael Krasny,Krasny,迈克尔·克拉斯尼,Male,1954,usa,Technology,CDW,Retail,"President, Sawdust Investment Management Corp.",STLD,,,,,
michael_milken,Michael Milken,Milken,迈克尔·米尔肯,Male,1946,usa,Finance & Investments,Drexel Burham Lambert,Investments,,ARES,,,,,
michael_moritz,Michael Moritz,Moritz,迈克尔·莫里茨,Male,1955,usa,Finance & Investments,Sequoia Capital,Venture capital,"Partner, Sequoia",,,,,,
michael_novogratz,Michael Novogratz,Novogratz,Michael Novogratz,Male,1965,usa,Finance & Investments,Galaxy Digital Holdings,"Investments, cryptocurrency",,,,,,,
michael_p_scarpell,Michael P Scarpell,,Michael P Scarpell,Male,,usa,Cloud Solutions,Snowflake ,,,,,,,,
michael_patterson,Michael Patterson,Patterson,Michael Patterson,Male,1975,usa,Finance & Investments,HPS Investment Partners,Private equity,,BLK,,,,,
michael_polsky,Michael Polsky,Polsky,Michael Polsky,Male,1949,usa,Energy,Invenergy,Electric power,,,,,,,
michael_price,Michael Price,Price,迈克尔·普莱斯,Male,1955,usa,Finance & Investments,MFP Asset Management,investments,"President, MFP Investors Inc.",,,,,,
michael_rees,Michael Rees,Rees,Michael Rees,Male,1975,usa,Finance & Investments,Blue Owl Capital,Private equity,,OWL,,,29.85,500.0,29.12
michael_rubin,Michael Rubin,Rubin,迈克尔·鲁宾,Male,1972,usa,Fashion & Retail,Kynetic,Online retail,,,,,,,
michael_s_smith,Michael S. Smith,Smith,Michael S Smith,Male,1955,usa,Energy,Freeport LNG,Liquefied natural gas,,,,,,,
michael_saylor,Michael Saylor,Saylor,Michael Saylor,Male,1965,usa,Technology,MicroStrategy,Cryptocurrency,,MSTR,,,0.79,0.001,
michael_steinhardt,Michael Steinhardt,Steinhardt,迈克尔·斯坦哈特,Male,1941,usa,Finance & Investments,WisdomTree,Hedge funds,,WT,,,,,
michael_teel,Michael Teel,Teel,迈克尔·泰尔,Male,1951,usa,Fashion & Retail,Raleys,supermarkets,,,,,,,
michael_xie,Michael Xie,Xie,谢华,Male,1969,usa,Technology,Fortinet,Cybersecurity,,FTNT,,,6.6,445.0,5.87
michele_kang,Michele Kang,Kang,,Female,1959,usa,Technology,,Healthcare & Technology,,,,,,,
michelle_h_browdy,Michelle H Browdy,,Michelle H Browdy,Female,1965,usa,Software & Services,IBM ,,,,,,,,
micky_arison,Micky Arison,Arison,米奇·阿里森,Male,1949,usa,Service,Carnival Cruises,Carnival Cruises,,CCL,7.6,6.8,,,
miguel_mckelvey,Miguel McKelvey,McKelvey,米格尔·麦克尔维,Male,1977,usa,Real Estate,WeWork,WeWork,"Cofounder, WeWork",,,,,,
mike_bingle,Mike Bingle,Bingle,,Male,1974,usa,Finance & Investments,,private equity,,,,,,,
mike_brown,Mike Brown,Brown,,Male,1936,usa,Sports,,Cincinnati Bengals,,BLK,,,,,
mike_repole,Mike Repole,Repole,Mike Repole,Male,1968,usa,Food & Beverage,Investments,Sports drink,,,,,,,
mike_sabel,Mike Sabel,Sabel,,Male,1967,usa,Energy,,oil & gas,,,,,,,
mike_speiser,Mike Speiser,Speiser,Mike Speiser,Male,1971,usa,Technology,Snowflake,Software,Sutter Hill Ventures,PSTG,,,,,
milane_frantz,Milane Frantz,Frantz,米兰·弗朗兹,Female,1970,usa,Energy,Enterprise Products,Pipelines,,EPD,,,,,
mimi_haas,Mimi Haas,Haas,咪咪·L·哈斯,Female,1949,usa,Fashion & Retail,Levi Strauss,Levi's jeans,,,,,,,
min_kao,Min Kao,Kao,高民环,Male,1949,usa,Technology,Garmin,Navigation equipment,,GRMN,,,,,
ming_hsieh,Ming Hsieh,Hsieh,,Male,1958,usa,Healthcare,,Fulgent Genetics,,,,,,,
miriam_adelson,Miriam Adelson,Adelson,米里亚姆·阿德尔森,Female,1946,usa,Gambling & Casinos,Las Vegas Sands,Casinos,,LVS,48.6,,,,
mitchell_hashimoto,Mitchell Hashimoto,,Mitchell Hashimoto,Male,1990,usa,Cloud Solutions,Hashicorp,,,,,,,,
mitchell_jacobson,Mitchell Jacobson,Jacobson,米切尔·雅各布森,Male,1951,usa,Service,MSC Industrial Direct,Industrial equipment,,MSM,15.0,,,,
mitchell_morgan,Mitchell Morgan,Morgan,,Male,1955,usa,Real Estate,,Real estate,,,,,,,
mitchell_rales,Mitchell Rales,Rales,米切尔·罗尔斯,Male,1957,usa,Manufacturing,Danaher,"Manufacturing, investments",,DHR,4.9,,,,
mortimer_zuckerman,Mortimer Zuckerman,Zuckerman,莫蒂默·祖克曼,Male,1937,usa,Real Estate,Boston Properties,"Real estate, media","Chairman and CEO, Boston Properties",BXP,,,,,
nan_van_andel,Nan Van Andel,,南·范·安德尔,Female,,usa,Retail,Amway,,,,,,,,
nancy_lerner,Nancy Lerner,Lerner,南希·勒纳,Female,1960,usa,Finance & Investments,MBNA,"Banking, credit cards",,,,,,,
nancy_walton_laurie,Nancy Walton Laurie,Laurie,南希·沃尔顿·劳里,Female,1951,usa,Fashion & Retail,Walmart,Walmart,,FMBH,,,,,
nathan_blecharczyk,Nathan Blecharczyk,Blecharczyk,内森·布莱查兹克,Male,1983,usa,Technology,Airbnb,Airbnb,,ABNB,,,8.79,442.308,4.89
neal_aronson,Neal Aronson,Aronson,,Male,1965,usa,Finance & Investments,,Private equity,,,,,,,
neal_blue,Neal Blue,Blue,Neal Blue,Male,1935,usa,Manufacturing,General Atomics,Defense,,TPG,,,,,
neal_patterson,Neal Patterson,Patterson,,Male,1952,usa,Technology,Cerner,health IT,"Chairman, CEO and President, Cerner",,,,,,
ned_iv_johnson,Ned IV Johnson,,Ned IV Johnson,Male,1964,usa,Financial Services,FMR (Parent Comp: Fidelity),,,,,,,,
neerja_sethi,Neerja Sethi,Sethi,内拉杰·塞提,Female,1955,usa,Technology,Syntel,IT consulting,,,,,,,
neha_narkhede,Neha Narkhede,,Neha Narkhede,Female,1984,usa,Cloud Solutions,Confluent,,,,,,,,
neil_bluhm,Neil Bluhm,Bluhm,尼尔·布鲁姆,Male,1938,usa,Real Estate,Walton Street Capital,Real estate,,RSI,,,,,
nelson_peltz,Nelson Peltz,Peltz,尼尔森·佩尔兹,Male,1942,usa,Finance & Investments,Trian Fund Management,Investments,"Founder, Trian Fund Management",WEN,,,,,
nicholas_howley,Nicholas Howley,Howley,Nicholas Howley,Male,1962,usa,Manufacturing,TransDigm,Aerospace,,PRM,,,,,
nicholas_pritzker,Nicholas Pritzker,Pritzker,尼古拉斯·普利兹克,Male,1944,usa,Finance & Investments,Hyatt,"Hotels, investments",,H,1.8,22.7,6.87,655.444,
nicholas_woodman,Nicholas Woodman,Woodman,Nicholas Woodman,Male,1975,usa,Technology,GoPro,GoPro,"Founder, CEO and Chairman, GoPro",GPRO,,,2.37,850.0,1.52
nick_caporella,Nick Caporella,Caporella,尼克·卡波雷拉,Male,1936,usa,Food & Beverage,National Beverage,Beverages,,FIZZ,,,,,
nicolas_berggruen,Nicolas Berggruen,Berggruen,尼古拉斯·伯格格鲁恩,Male,1962,usa,Real Estate,Berggruen,"Real estate, investments",,NOMD,,,,,
nikil_viswanathan,Nikil Viswanathan,Viswanathan,Nikil Viswanathan,Male,1988,usa,Technology,Alchemy,Blockchain technology,,,,,,,
ning_zhao,Ning Zhao,Zhao,,Female,1969,usa,Healthcare,,Pharmaceuticals,,,,,,,
nir_zuk,Nir Zuk,Zuk,Nir Zuk,Male,1971,usa,Technology,Palo Alto Networks,software,,,,,,,
niraj_shah,Niraj Shah,Shah,Niraj Shah,Male,1976,usa,Technology,Wayfair,online retail,,W,,,0.28,80.0,
noam_gottesman,Noam Gottesman,Gottesman,诺姆·格特斯曼,Male,1961,usa,Finance & Investments,Investments,Hedge funds,"Chief Executive Officer, TOMS Capital",NOMD,,,,,
norma_lerner,Norma Lerner,Lerner,诺玛·勒纳,Female,1936,usa,Finance & Investments,MBNA,Banking,,CARG,,,,,
norman_asbjornson,Norman Asbjornson,Asbjornson,,Male,1936,usa,Manufacturing,,HVAC,,AAON,17.1,,,,
norman_braman,Norman Braman,Braman,诺曼·布拉曼,Male,1933,usa,Automotive,Braman MotorCars,"Art, car dealerships",,PSA,,,,,
noubar_afeyan,Noubar Afeyan,Afeyan,Noubar B. Afeyan,Male,1962,usa,Healthcare,Moderna,Biotech,,DNLI,,,,,
o_bruton_smith,O. Bruton Smith,Smith,,Male,1929,usa,Automotive,,Nascar racetracks,,,,,,,
olivia_holding,Olivia Holding,Holding,Olivia Holding,Female,1965,usa,Finance & Investments,First Citizens Bank,Banking,,FCNCB,,,11.01,1040.0,
omid_kordestani,Omid Kordestani,,奥米德·科斯塔斯塔尼,Male,,usa,Media & Entertainment,Alphabet,,,,,,,,
oprah_winfrey,Oprah Winfrey,Winfrey,奥普拉·温弗瑞,Female,1954,usa,Media & Entertainment,Oprah Winfrey Network,TV shows,,WBD,,,,,
orion_hindawi,Orion Hindawi,Hindawi,奥瑞恩·欣达维,Male,1980,usa,Technology,Tanium,Software,"CEO, Tanium",,,,,,
orlando_bravo,Orlando Bravo,Bravo,Orlando Bravo,Male,1971,usa,Finance & Investments,Thoma Bravo,Private equity,,VG,,,,,
osman_kibar,Osman Kibar,Kibar,,Male,1973,usa,Healthcare,,Biotech,"Founder, CEO, Samumed",,,,,,
pablo_legorreta,Pablo Legorreta,Legorreta,Pablo Legorreta,Male,1964,usa,Finance & Investments,Royalty Pharma,Investments,,PROK,38.3,38.3,,,
palmer_luckey,Palmer Luckey,Luckey,Palmer Luckey,Male,1993,usa,Technology,Defense,"Virtual reality, defense technology","Founder, Oculus VR",META,,,,,
pamela_mars,Pamela Mars,Mars,帕梅拉·玛斯·赖特,Female,1961,usa,Food & Beverage,Mars,"Candy, pet food",,,,,,,
parker_conrad,Parker Conrad,Conrad,Parker Conrad,Male,1980,usa,Technology,Rippling,Software,,,,,,,
parul_gangwal,Parul Gangwal,,帕鲁尔·冈瓦尔,Female,,usa,Aviation,Interglobe Aviation,,,,,,,,
pat_neal,Pat Neal,Neal,,Male,1949,usa,Real Estate,,Homebuilding,,ANGX,,,,,
pat_stryker,Pat Stryker,Stryker,帕特·史崔克,Female,1956,usa,Healthcare,Stryker,Medical equipment,,SYK,,,,,
patrick_bowlen,Patrick Bowlen,Bowlen,,,1946,usa,,,Denver Broncos,,,,,,,
patrick_hanrahan,Patrick Hanrahan,Hanrahan,Patrick Hanrahan,Male,1955,usa,Technology,Tableau Software,Software,,CRM,,,,,
patrick_mcgovern,Patrick McGovern,McGovern,,Male,1940,usa,Media,,media,"Founder and Chairman, International Data Group",,,,,,
patrick_ryan,Patrick Ryan,Ryan,帕特里克·瑞安,Male,1937,usa,Finance & Investments,AON Insurance Broker,Insurance,"Chairman and CEO, Ryan Specialty Group",AON,,,,,
patrick_soon_shiong,Patrick Soon-Shiong,Soon-Shiong,陈颂雄,Male,1953,usa,Healthcare,NantWorks,Pharmaceuticals,,,,,,,
patrick_zalupski,Patrick Zalupski,Zalupski,Patrick Zalupski,Male,1981,usa,Real Estate,Dream Finders Homes,homebuilding,,DFH,,,12.88,1186.539,5.14
patrizio_vinciarelli,Patrizio Vinciarelli,Vinciarelli,,Male,1947,usa,Technology,,electronic components,,VICR,29.7,93.9,0.72,459.542,0.2
paul_allen,Paul Allen,Allen,,Male,1955,usa,Technology,Vulcan,"Microsoft, investments",,,,,,,
paul_fireman,Paul Fireman,Fireman,保罗·费尔曼,Male,1944,usa,Fashion & Retail,Fireman Capital Partners,Reebok,,,,,,,
paul_foster,Paul Foster,Foster,Paul Foster,Male,1958,usa,Energy,Western Refining,Oil refining,"Chairman, Western Refining",,,,,,
paul_lee,Paul Lee,Lee,,Male,1958,usa,Manufacturing,,Battery separators,,,,,,,
paul_milstein,Paul Milstein,Milstein,,Male,1925,usa,Real Estate,,"Emigrant, real estate",,,,,,,
paul_novelly,Paul Novelly,Novelly,,Male,1944,usa,Energy,,Oil,,,,,,,
paul_saville,Paul Saville,Saville,Paul Saville,Male,1956,usa,Real Estate,NVR,Homebuilder,,NVR,6.3,,,,
paul_sciarra,Paul Sciarra,Sciarra,Paul Sciarra,Male,1981,usa,Technology,Pinterest,Pinterest,,JOBY,7.4,,,,
paul_singer,Paul Singer,Singer,保罗·辛格,Male,1945,usa,Finance & Investments,Elliot Management,Hedge funds,"Founder, Elliott Management",,,,,,
paul_tudor_jones_ii,"Paul Tudor Jones, II.",Jones,保罗·都铎·琼斯二世,Male,1955,usa,Finance & Investments,Tudor Investments,Hedge funds,"Founder, Tudor Investment Corporation",,,,,,
pauline_macmillan_keinath,Pauline MacMillan Keinath,Keinath,宝琳·麦克米兰·基纳斯,Female,1934,usa,Food & Beverage,Cargill,Cargill,,,,,,,
peggy_cherng,Peggy Cherng,Cherng,蒋佩琪,Female,1948,usa,Food & Beverage,Panda Express,Fast food,,EWBC,,,,,
penny_pritzker,Penny Pritzker,Pritzker,潘妮·普利兹克,Female,1959,usa,Finance & Investments,Hyatt,"Hotels, investments",,H,,6.8,6.87,655.444,
penny_sanford,Penny Sanford,Sanford,,Female,1968,usa,Real Estate,,real estate brokerage,,,,,,,
peter_alfond,Peter Alfond,Alfond,,Male,1955,usa,Fashion & Retail,Berkshire Hathaway,shoes,,,,,,,
peter_buck,Peter Buck,Buck,彼得·巴克,Male,1933,usa,Food & Beverage,Subway,Subway sandwich shops,"Co-Founder, Doctor's Associates (Subway)",,,,,,
peter_cancro,Peter Cancro,Cancro,,Male,1957,usa,Food & Beverage,,Jersey Mike's Subs,,,,,,,
peter_e_haas_jr,Peter E Haas Jr,,彼得·E·哈斯,Male,,usa,Consumer Goods,Levi Strauss,,,,,,,,
peter_gassner,Peter Gassner,Gassner,Peter P Gassner,Male,1965,usa,Technology,Veeva Systems,Software,,VEEV,,,172.44,445.833,
peter_guber,Peter Guber,Guber,,Male,1942,usa,Sports,,"Sports teams, movies",,RNAC,,,,,
peter_h_coors,Peter H Coors,,彼得·H·库尔斯,Male,,usa,Food & Beverages,Molson Coors Beverage,,,,,,,,
peter_kellogg,Peter Kellogg,Kellogg,彼得·凯洛格,Male,1943,usa,Finance & Investments,Goldman Sachs,Investments,,GS,,,,,
peter_lewis,Peter Lewis,Lewis,,Male,1936,usa,Logistics,,insurance,,,,,,,
peter_peterson,Peter Peterson,Peterson,,Male,1929,usa,Finance and Investments,Blackstone ,investments,,,,,,,
peter_sperling,Peter Sperling,Sperling,Peter Sperling,Male,1960,usa,Service,Apollo Education Group,Education,,,,,,,
peter_thiel,Peter Thiel,Thiel,彼得·泰尔,Male,1968,usa,Finance & Investments,Founders Fund,"Facebook, investments","Investor, Founders Fund",CMMB,,,,,
phil_knight,Phil Knight,Knight,菲尔·奈特,Male,1938,usa,Fashion & Retail,Nike,Nike,"Cofounder, Nike",NKE,,,,,
phil_ruffin,Phil Ruffin,Ruffin,菲尔·鲁芬,Male,1935,usa,Diversified,Treasure Island Resort & Casino,"Casinos, real estate",,IEP,,,,,
phil_shawe,Phil Shawe,Shawe,,Male,1970,usa,Technology,,Translation services,,,,,,,
philip_anschutz,Philip Anschutz,Anschutz,菲利普·安舒茨,Male,1940,usa,Finance & Investments,Anschutz Entertainment,"Energy, sports, entertainment",,,,,,,
philip_falcone,Philip Falcone,Falcone,,Male,1965,usa,Investments,,hedge funds,Harbinger Capital Partners,,,,,,
philippe_laffont,Philippe Laffont,Laffont,Philippe Laffont,Male,1968,usa,Finance & Investments,Coatue Management,Hedge fund,"Founder, Coatue Management",,,,,,
phillip_frost,Phillip Frost,Frost,菲利普·弗罗斯特,Male,1937,usa,Healthcare,Ivax,Pharmaceuticals,,,,,,,
phillip_ragon,Phillip T. (Terry) Ragon,Ragon,菲利普·拉贡,Male,1949,usa,Technology,InterSystems,Health IT,,,,,,,
phoebe_hearst_cooke,Phoebe Hearst Cooke,Cooke,,Female,1929,usa,Media,,Hearst Corp,,,,,,,
pierre_omidyar,Pierre Omidyar,Omidyar,皮埃尔·奥米迪亚,Male,1967,usa,Technology,PayPal,"EBay, PayPal","Founder, eBay",EBAY,,,,,
purnendu_chatterjee,Purnendu Chatterjee,,普嫩杜·查特吉,Male,,usa,Investments,The Chatterjee Group,,,,,,,,
raj_sardana,Raj Sardana,Sardana,Raj Sardana,Male,1960,usa,Technology,Innova Solutions,Technology services,,XYZ,,,,,
rajiv_jain,Rajiv Jain,Jain,Rajiv Jain,Male,1968,usa,Finance & Investments,GQG Partners,Finance,,,,,,,
rakesh_gangwal,Rakesh Gangwal,Gangwal,拉克什·冈沃尔,Male,1953,usa,Service,Interglobe Aviation,Airline,,LUV,,,,,
ralph_lauren,Ralph Lauren,Lauren,拉尔夫·劳伦,Male,1940,usa,Fashion & Retail,RL,Apparel,"Chairman, Ralph Lauren",RL,,,24.18,1750.0,11.0
ramzi_musallam,Ramzi Musallam,Musallam,Ramzi Musallam,Male,1969,usa,Finance & Investments,Veritas Capital,Private equity,,,,,,,
randa_williams,Randa Duncan Williams,Williams,兰达·威廉姆斯,Female,1962,usa,Energy,Enterprise Products,Pipelines,"Non-Executive Chairman of the Board, Enterprise GP Holdings",EPD,,,,,
randal_j_kirk,Randal J. Kirk,Kirk,,Male,1954,usa,Healthcare,Intrexon Corp,Pharmaceuticals,,ABBV,,,,,
randal_nardone,Randal Nardone,Nardone,Randal Nardone,Male,1955,usa,Finance & Investments,Fortress Group,"Investments, energy",,,,,,,
randall_rollins,Randall Rollins,Rollins,兰德尔·罗林斯,Male,1934,usa,Service,Rollins,pest control,,,,,,,
randolph_lerner,Randolph Lerner,Lerner,伦道夫·勒纳,Male,1962,usa,Finance & Investments,MBNA,"Banking, credit cards",,BAC,,,,,
ray_dalio,Ray Dalio,Dalio,雷伊·达里奥,Male,1950,usa,Finance & Investments,Bridgewater Associates,Hedge funds,"Founder & CIO Mentor, Bridgewater Associates",,,,,,
ray_davis,Ray Davis,Davis,雷·戴维斯,Male,1942,usa,Energy,Energy Transfer Equity,Pipelines,,ET,,,,,
ray_dolby,Ray Dolby,Dolby,,Male,1935,usa,Technology,,Dolby Laboratories,"Founder and director emeritus, Dolby Laboratories Inc.  (Cl A)",,,,,,
ray_irani,Ray Irani,Irani,,Male,1937,usa,Energy,,Oil,,,,,,,
ray_lee_hunt,Ray Lee Hunt,Hunt,雷伊·李·亨特,Male,1943,usa,Energy,Hunt Oil Company,"Oil, real estate",,,,,,,
reagan_horton,Reagan Horton,Horton,,Male,1975,usa,Real Estate,,Homebuilding,,DHI,,,,,
red_mccombs,Billy Joe (Red) McCombs,McCombs,瑞德·麦克库姆斯,Male,1930,usa,Diversified,Red McCombs Automotive,"real estate, oil, cars, sports",,,,,,,
reed_hastings,Reed Hastings,Hastings,里德·黑斯廷斯,Male,1961,usa,Technology,Netflix,Netflix,"Chairman, Netflix",NFLX,,,1.75,100.0,0.97
reid_hoffman,Reid Hoffman,Hoffman,里德·霍夫曼,Male,1968,usa,Technology,Linkedin,LinkedIn,Greylock,AUR,,,,,
reinhold_schmieding,Reinhold Schmieding,Schmieding,Reinhold Schmieding,Male,1955,usa,Healthcare,Arthrex,Medical devices,,,,,,,
reshma_shetty,Reshma Shetty,,Reshma Shetty,Female,,usa,Biotechnology,Ginkgo Bioworks Holdings ,,,,,,,,
riaz_valani,Riaz Valani,Valani,Riaz Valani,Male,1977,usa,Finance & Investments,Global Asset Capital,E-cigarettes,,,,,,,
ric_elias,Ric Elias,Elias,Ric Elias,Male,1967,usa,Media & Entertainment,Red Ventures,Media,,GAP,,,,,
richard_b_cohen,Richard B Cohen,,理查德·科恩,Male,1952,usa,Retail,C&S Wholesale Grocers,,,,,,,,
richard_barton,Richard Barton,Barton,Richard N Barton,Male,1967,usa,Real Estate,Zillow,Zillow,,,,,,,
richard_chilton_jr,Richard Chilton Jr,Chilton Jr,,Male,1961,usa,Investments,,hedge funds,"Founder, Chilton Investment Company, LLC",,,,,,
richard_devos,Richard DeVos,DeVos,,Male,1928,usa,Service,Amway,Amway,,,,,,,
richard_fairbank,Richard Fairbank,Fairbank,Richard Fairbank,Male,1951,usa,Finance & Investments,Capital One,banking,,COF,,,30.83,,25.21
richard_farmer,Richard Farmer,Farmer,,Male,1937,usa,,,Cintas Corp,,,,,,,
